,Side,Beat_ID,Prev_Beat_ID,Curr0-0,Curr0-1,Curr0-2,Curr0-3,Curr1-0,Curr1-1,Curr1-2,Curr1-3,Curr2-0,Curr2-1,Curr2-2,Curr2-3,Prev0-0,Prev0-1,Prev0-2,Prev0-3,Prev1-0,Prev1-1,Prev1-2,Prev1-3,Prev2-0,Prev2-1,Prev2-2,Prev2-3,Flow
3402,0,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
3403,1,*-1-1-1-1-1+9-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3404,0,*-1-1+0-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3405,1,*-1+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3406,1,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3407,0,*-1-1-1-1-1-1-1-1-1-1+1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3408,1,*-1-1-1-1-1-1-1-1-1+9-1-1*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3409,0,*-1-1-1-1-1-1-1-1+0-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3410,1,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3411,0,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3412,1,*-1-1-1-1-1-1-1-1-1-1-1+9*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3413,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3414,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,True
3415,0,*-1-1+5-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3416,0,*-1-1-1-1-1-1-1-1-1-1+1-1*,*-1-1-1-1-1-1-1-1-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,True
3417,1,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1+14-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,True
3418,0,*-1-1-1-1-1-1-1-1+7-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3419,1,*-1-1-1-1-1-1-1-1-1-1+16-1*,*-1-1-1-1-1-1-1+14-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,True
3420,0,*-1-1-1-1-1-1-1-1-1+6-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3421,1,*-1-1-1-1-1-1-1-1-1-1-1+15*,*-1-1-1-1-1-1-1+14-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,True
3422,1,*-1+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+14-1-1-1-1*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,True
3423,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3424,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1+14-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,True
3425,0,*-1-1-1+5-1-1-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3426,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3427,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1+14-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,True
3428,0,*-1-1-1-1+2-1-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3429,0,*-1-1-1-1-1+3-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3430,1,*-1-1-1-1-1-1-1-1-1-1+11-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3431,0,*-1-1-1-1+3-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3432,1,*-1-1-1-1-1-1-1+11-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3433,0,*+4-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3434,1,*-1-1-1+14-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3435,0,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3436,1,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3437,0,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3438,1,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3439,0,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3440,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3441,1,*-1-1-1+12-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3442,0,*+2-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3443,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3444,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3445,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
3446,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
3447,1,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3448,0,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3449,1,*-1-1-1-1-1-1-1+14-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3450,0,*-1+0-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3451,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3452,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3453,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3454,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3455,1,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3456,0,*-1-1-1-1+4-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3457,1,*-1-1+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3458,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3459,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3460,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3461,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3462,0,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
3463,1,*-1-1-1+14-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3464,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3465,1,*-1-1-1+12-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3466,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3467,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3468,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3469,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3470,0,*-1-1-1-1+2-1-1-1-1-1-1-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3471,1,*-1-1-1-1-1-1-1-1+11-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3472,0,*-1-1-1-1-1-1-1-1-1+1-1-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3473,1,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3474,0,*-1-1-1-1+4-1-1-1-1-1-1-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3475,1,*-1-1+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3476,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3477,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
3478,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*+2-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3479,1,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3480,1,*-1-1-1-1-1-1-1+14-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3481,0,*-1-1-1-1+6-1-1-1-1-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3482,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3483,0,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3484,1,*-1-1-1-1-1-1-1+16-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3485,0,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3486,1,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3487,0,*-1-1+5-1-1-1-1-1-1-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3488,1,*-1-1-1+14-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3489,1,*-1-1-1-1+13-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3490,0,*-1-1-1-1-1-1-1-1+7-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3491,1,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
3492,0,*-1-1-1-1-1-1-1+5-1-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3493,0,*-1+4-1-1-1-1-1-1-1-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3494,0,*+5-1-1-1-1-1-1-1-1-1-1-1*,*-1+0-1-1-1-1-1-1-1-1-1-1*,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
3495,1,*-1-1+14-1-1-1-1-1-1-1-1-1*,*-1-1-1+13-1-1-1-1-1-1-1-1*,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,True
3496,0,*-1-1-1-1-1-1-1+5-1-1-1-1*,*-1-1-1-1-1-1-1-1+7-1-1-1*,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,True
3497,0,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1+7-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,True
3498,1,*-1-1-1-1-1-1-1-1-1-1-1+15*,*-1-1-1+13-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,True
3499,1,*-1-1-1-1+13-1-1-1-1-1-1-1*,*-1-1-1+13-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,True
3500,0,*-1+4-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+7-1-1-1*,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,True
3501,1,*-1-1-1+13-1-1-1-1-1-1-1-1*,*-1-1-1+13-1-1-1-1-1-1-1-1*,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,True
3502,0,*+5-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+7-1-1-1*,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,True
3503,1,*-1-1+14-1-1-1-1-1-1-1-1-1*,*-1-1-1+13-1-1-1-1-1-1-1-1*,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,True
3504,0,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1+7-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,True
3505,1,*-1+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
3506,0,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
