,Beat_ID,Prev_Beat_ID,Curr0-0,Curr0-1,Curr0-2,Curr0-3,Curr1-0,Curr1-1,Curr1-2,Curr1-3,Curr2-0,Curr2-1,Curr2-2,Curr2-3,Prev0-0,Prev0-1,Prev0-2,Prev0-3,Prev1-0,Prev1-1,Prev1-2,Prev1-3,Prev2-0,Prev2-1,Prev2-2,Prev2-3,Flow
7166,*-1-1-1+14-1-1-1-1+6-1-1-1*,*+4-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,14,-1,-1,-1,-1,6,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,True
7167,*-1-1-1-1-1-1-1-1-1-1+10-1*,*+4-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,True
7168,*-1-1-1-1-1-1-1-1-1+1-1-1*,*+4-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,True
7169,*-1-1-1-1-1-1-1-1-1-1+9-1*,*+4-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,True
7170,*-1-1-1-1-1-1-1-1-1+0-1-1*,*+4-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,True
7171,*-1-1-1-1-1-1-1-1-1-1-1+16*,*+4-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,True
7172,*-1-1-1-1-1-1-1-1-1-1-1+13*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7173,*-1-1-1-1-1-1-1-1+5-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7174,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7175,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7176,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7177,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7178,*-1-1-1-1+2-1-1+12-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,2,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7179,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7180,*+13-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7181,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1-1-1-1-1+6-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,True
7182,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1+5-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7183,*-1-1-1-1-1-1-1-1+11-1-1-1*,*-1-1-1+5-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7184,*-1-1-1-1-1-1-1+3-1-1-1-1*,*-1-1-1+5-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7185,*-1-1-1-1-1-1-1-1-1-1-1+12*,*-1-1-1+5-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7186,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1+5-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7187,*+0-1-1+9-1-1-1-1-1-1-1-1*,*-1-1-1+5-1-1-1-1-1-1-1-1*,0,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7188,*-1-1-1-1-1-1-1-1+6-1-1+16*,*-1-1-1+5-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,16,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,True
7189,*-1+0+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
7190,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
7191,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
7192,*-1-1-1-1-1-1+11-1-1+3-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,-1,-1,11,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
7193,*-1-1-1-1+2-1-1+12-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,2,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
7194,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
7195,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1+0+9-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,True
7196,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1+0+9-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,True
7197,*-1-1-1-1-1-1-1-1-1-1-1+3*,*-1-1+0+9-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,True
7198,*-1-1-1-1+11-1-1-1-1-1-1-1*,*-1-1+0+9-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,True
7199,*-1-1-1-1-1-1-1-1+2-1-1-1*,*-1-1+0+9-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,True
7200,*-1-1-1-1-1-1-1-1-1-1-1+3*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7201,*-1-1-1-1+11-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7202,*-1-1-1-1-1-1-1-1+2-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7203,*-1-1-1-1-1-1-1+12-1-1-1+3*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7204,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7205,*-1-1-1-1+13-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7206,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1-1-1-1+12-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,True
7207,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7208,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7209,*+4-1-1-1-1-1-1-1+11-1-1-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,4,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7210,*-1-1-1+14-1-1-1-1-1-1-1+3*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7211,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7212,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7213,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7214,*-1+0-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7215,*-1-1-1-1+13-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7216,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1-1-1-1-1-1+5-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,True
7217,*-1+0+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
7218,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
7219,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
7220,*-1+0-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
7221,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1-1-1-1-1-1-1+10-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,True
7222,*-1-1-1-1-1-1-1+12-1-1-1+3*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7223,*-1-1-1-1+2-1-1-1+11-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7224,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7225,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7226,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7227,*-1-1-1-1-1-1-1-1+1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7228,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7229,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,True
7230,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7231,*-1-1-1-1-1-1-1-1-1-1-1+12*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7232,*-1-1-1-1-1-1-1-1-1+0+9-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7233,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7234,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7235,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7236,*-1-1-1-1-1-1-1+9-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7237,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7238,*-1-1-1-1-1-1-1-1-1-1+15-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7239,*-1-1-1-1+0-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7240,*-1-1-1-1-1-1-1-1-1+9-1-1*,*-1-1-1-1-1-1-1-1-1-1+15-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,True
7241,*-1-1-1-1-1-1-1-1-1-1-1+9*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7242,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7243,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7244,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7245,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7246,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7247,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7248,*-1-1-1-1-1-1-1-1+1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7249,*-1-1-1-1-1-1-1-1-1+0+9-1*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7250,*-1-1-1-1-1-1-1-1+1-1-1+10*,*-1-1-1-1-1-1-1-1-1-1+1+10*,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,True
7251,*-1-1-1-1-1-1-1-1+6-1-1+16*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,16,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7252,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7253,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7254,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7255,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7256,*-1-1-1-1+11-1-1-1-1-1-1-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7257,*-1-1-1-1-1-1-1-1-1-1+3-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7258,*-1-1+14-1-1-1-1-1-1-1-1-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7259,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1+9+0-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
7260,*-1-1-1-1-1-1-1-1-1+1+9-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7261,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7262,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7263,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7264,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7265,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7266,*-1-1+0-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7267,*-1+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7268,*-1-1-1-1-1-1-1-1+1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7269,*-1-1-1-1-1-1-1-1-1+0+10-1*,*-1-1-1-1-1-1-1-1-1-1-1+10*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,True
7270,*-1+0-1-1-1-1-1-1-1-1+10-1*,*-1-1-1+9-1-1-1-1+1-1-1-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,True
7271,*-1-1-1+14-1-1-1-1+6-1-1-1*,*-1-1-1+9-1-1-1-1+1-1-1-1*,-1,-1,-1,14,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,True
7272,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1+9-1-1-1-1+1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,True
